user_id,item_id,rating
40,23,1.0
40,52,3.0
40,60,3.0
40,63,4.0
40,110,1.0
40,118,5.0
40,135,4.0
40,149,3.0
40,172,5.0
40,199,4.0
40,209,3.0
40,237,1.0
40,260,4.0
40,286,3.0
40,287,2.0
40,322,1.0
40,381,4.0
41,231,3.0
42,7,2.0
42,80,1.0
42,109,2.0
42,117,4.0
42,324,3.0
42,350,1.0
43,3,5.0
43,28,5.0
43,77,1.0
43,89,5.0
43,151,2.0
43,154,1.0
43,179,2.0
43,237,1.0
43,239,5.0
43,250,2.0
43,266,5.0
43,270,4.0
43,273,3.0
43,310,4.0
43,352,5.0
43,383,5.0
43,389,5.0
44,13,3.0
44,18,5.0
44,35,4.0
44,61,2.0
44,66,5.0
44,81,5.0
44,90,2.0
44,147,5.0
44,158,4.0
44,193,4.0
44,215,3.0
44,237,1.0
44,275,5.0
44,300,1.0
44,308,3.0
44,311,5.0
44,314,5.0
45,2,4.0
45,17,3.0
45,18,4.0
45,46,2.0
45,69,5.0
45,93,4.0
45,95,5.0
45,104,2.0
45,122,1.0
45,186,1.0
45,204,5.0
45,220,5.0
45,229,4.0
45,236,1.0
45,247,4.0
45,277,1.0
45,282,3.0
45,319,4.0
45,343,4.0
46,42,2.0
46,121,1.0
46,168,1.0
46,205,4.0
46,213,1.0
46,215,1.0
46,265,2.0
46,276,5.0
47,6,1.0
47,10,2.0
47,24,5.0
47,26,3.0
47,47,4.0
47,50,1.0
47,84,2.0
47,104,2.0
47,105,3.0
47,128,4.0
47,149,3.0
47,163,5.0
47,180,1.0
47,185,3.0
47,190,1.0
47,204,3.0
47,258,4.0
47,267,2.0
47,384,3.0
48,79,2.0
48,194,3.0
48,196,4.0
48,201,4.0
48,252,3.0
48,349,3.0
48,366,2.0
49,0,5.0
49,37,5.0
49,42,4.0
49,46,4.0
49,66,5.0
49,80,2.0
49,90,2.0
49,106,4.0
49,142,5.0
49,148,4.0
49,159,4.0
49,263,5.0
49,308,2.0
49,320,5.0
50,4,5.0
50,14,2.0
50,76,5.0
50,98,1.0
50,100,3.0
50,118,5.0
50,141,3.0
50,177,3.0
50,302,4.0
50,319,2.0
51,149,5.0
51,151,1.0
51,158,3.0
51,160,5.0
51,164,1.0
51,186,1.0
51,381,3.0
52,323,3.0
52,337,4.0
53,20,5.0
53,249,4.0
53,307,5.0
54,10,4.0
54,33,3.0
54,43,4.0
54,47,5.0
54,59,4.0
54,116,4.0
54,155,2.0
54,268,3.0
54,271,3.0
54,279,4.0
54,286,4.0
54,319,5.0
54,321,2.0
54,335,5.0
54,388,4.0
54,393,3.0
55,14,3.0
55,33,3.0
55,42,3.0
55,56,1.0
55,70,3.0
55,108,1.0
55,109,3.0
55,150,5.0
55,170,3.0
55,174,2.0
55,194,4.0
55,198,5.0
55,246,2.0
55,247,4.0
55,259,2.0
55,272,2.0
55,300,1.0
55,307,5.0
55,317,3.0
55,324,1.0
55,350,1.0
55,363,4.0
56,23,1.0
56,55,1.0
56,87,4.0
56,131,2.0
56,140,5.0
56,160,4.0
56,167,4.0
56,170,3.0
56,173,2.0
56,178,2.0
56,205,4.0
56,217,2.0
56,240,4.0
56,254,5.0
56,255,3.0
56,279,3.0
56,330,2.0
56,349,1.0
56,354,4.0
56,372,1.0
56,379,5.0
56,384,5.0
57,41,3.0
57,258,3.0
57,362,1.0
58,98,1.0
58,134,5.0
58,136,5.0
58,176,3.0
58,196,4.0
58,265,4.0
58,273,3.0
58,387,4.0
59,11,2.0
59,48,1.0
59,98,1.0
59,102,1.0
59,128,4.0
59,133,1.0
59,151,2.0
59,162,2.0
59,182,4.0
59,187,2.0
59,226,5.0
59,232,2.0
59,265,3.0
59,339,2.0
60,74,4.0
60,215,1.0
60,223,4.0
60,234,3.0
60,250,1.0
60,293,1.0
60,297,5.0
60,371,2.0
61,40,2.0
61,42,3.0
61,96,3.0
61,217,3.0
61,347,4.0
61,385,1.0
61,391,4.0
62,48,1.0
62,76,5.0
62,98,3.0
62,144,3.0
62,183,3.0
62,206,2.0
62,225,2.0
62,265,3.0
62,316,1.0
62,326,2.0
63,318,5.0
64,211,1.0
64,256,2.0
64,350,1.0
64,394,2.0
65,51,4.0
65,96,2.0
65,128,5.0
65,200,2.0
65,255,5.0
65,266,5.0
65,282,3.0
65,310,3.0
65,338,2.0
65,346,4.0
65,347,4.0
65,399,1.0
66,21,2.0
66,99,4.0
66,235,4.0
66,384,4.0
67,128,5.0
67,223,4.0
67,394,1.0
68,50,4.0
68,60,4.0
68,159,3.0
68,209,4.0
68,211,2.0
68,216,1.0
68,264,5.0
68,274,4.0
68,284,1.0
68,305,2.0
68,311,4.0
68,325,2.0
68,329,2.0
68,353,5.0
68,358,5.0
68,398,5.0
69,316,1.0
70,59,4.0
70,87,4.0
70,168,2.0
70,203,5.0
70,291,4.0
70,301,4.0
70,319,3.0
70,373,4.0
71,59,5.0
72,147,4.0
72,158,3.0
72,174,1.0
72,176,4.0
72,254,3.0
72,257,1.0
72,294,5.0
72,311,4.0
72,314,5.0
72,315,1.0
72,360,1.0
72,362,3.0
73,267,3.0
74,0,5.0
74,71,3.0
74,92,5.0
74,161,3.0
74,166,2.0
74,214,4.0
74,219,1.0
74,248,2.0
74,263,5.0
74,353,4.0
75,13,5.0
75,14,3.0
75,21,1.0
75,103,5.0
75,182,3.0
75,184,5.0
75,212,2.0
75,236,1.0
75,255,3.0
75,319,5.0
75,328,1.0
76,76,5.0
76,81,5.0
76,85,3.0
76,138,3.0
76,142,5.0
76,148,4.0
76,151,1.0
76,198,4.0
76,221,1.0
76,292,1.0
76,306,2.0
76,311,5.0
76,367,2.0
77,11,4.0
77,69,3.0
77,121,3.0
77,152,4.0
77,170,5.0
77,174,2.0
77,186,2.0
77,229,5.0
77,234,5.0
77,290,5.0
77,291,5.0
77,294,5.0
77,323,4.0
77,330,3.0
77,358,4.0
77,376,4.0
77,387,3.0
77,388,5.0
77,392,5.0
78,21,2.0
78,72,1.0
78,82,1.0
78,112,1.0
78,136,5.0
78,150,5.0
78,185,4.0
78,241,1.0
78,278,4.0
78,304,3.0
78,341,2.0
78,347,5.0
78,348,5.0
78,380,4.0
79,71,4.0
79,120,5.0
79,126,4.0
79,147,5.0
79,309,3.0
79,310,5.0
79,374,4.0
79,385,1.0
80,27,4.0
80,62,4.0
80,77,1.0
80,98,1.0
80,189,3.0
80,207,3.0
80,220,4.0
80,240,2.0
80,242,1.0
80,334,1.0
80,357,1.0
81,22,1.0
81,23,1.0
81,24,5.0
81,30,1.0
81,64,4.0
81,92,1.0
81,114,3.0
81,121,1.0
81,123,2.0
81,132,2.0
81,146,2.0
81,157,2.0
81,191,4.0
81,192,1.0
81,201,4.0
81,221,2.0
81,227,5.0
81,229,4.0
81,247,5.0
81,260,3.0
81,272,3.0
81,288,1.0
81,289,2.0
81,311,4.0
81,319,3.0
81,320,5.0
81,326,4.0
81,336,2.0
81,387,3.0
82,276,4.0
83,15,4.0
83,73,5.0
83,114,3.0
83,121,3.0
83,124,5.0
83,138,2.0
83,202,3.0
83,225,1.0
83,243,3.0
83,254,2.0
83,301,5.0
83,303,3.0
83,322,1.0
83,331,4.0
83,351,3.0
84,21,1.0
84,34,3.0
84,79,2.0
84,118,5.0
84,144,3.0
84,202,4.0
84,341,1.0
84,373,2.0
84,389,2.0
85,67,2.0
85,184,3.0
85,292,2.0
86,94,4.0
86,141,3.0
86,208,2.0
86,211,2.0
86,262,1.0
86,281,3.0
86,306,2.0
86,310,3.0
86,386,4.0
87,2,4.0
87,15,3.0
87,35,3.0
87,74,4.0
87,142,5.0
87,153,2.0
87,155,3.0
87,166,2.0
87,179,3.0
87,228,2.0
87,232,3.0
87,239,3.0
87,310,3.0
87,314,5.0
87,336,1.0
87,346,4.0
87,355,2.0
88,142,5.0
88,221,4.0
89,387,3.0
90,130,5.0
90,261,4.0
90,303,3.0
90,368,5.0
91,34,2.0
91,63,4.0
91,103,5.0
91,108,1.0
91,111,2.0
91,117,3.0
91,145,2.0
91,149,3.0
91,154,2.0
91,174,1.0
91,177,3.0
91,211,1.0
91,227,5.0
91,278,4.0
91,307,5.0
91,347,4.0
91,369,4.0
92,5,1.0
92,11,3.0
92,17,3.0
92,23,1.0
92,118,5.0
92,152,2.0
92,156,3.0
92,186,3.0
92,227,4.0
92,258,5.0
92,320,4.0
92,374,2.0
93,13,4.0
93,25,5.0
93,34,2.0
93,101,1.0
93,113,1.0
93,141,4.0
93,219,3.0
93,230,4.0
93,239,4.0
93,283,4.0
93,293,4.0
93,314,5.0
93,346,5.0
93,367,3.0
93,368,4.0
93,375,5.0
94,16,1.0
94,18,5.0
94,25,5.0
94,38,4.0
94,96,3.0
94,258,5.0
94,295,2.0
94,355,4.0
95,201,4.0
96,0,4.0
96,155,3.0
96,175,1.0
96,178,2.0
96,186,2.0
96,231,4.0
96,298,3.0
96,300,1.0
96,302,3.0
96,326,2.0
97,252,2.0
98,13,2.0
98,166,1.0
98,353,4.0
99,39,5.0
99,46,3.0
99,66,4.0
99,144,4.0
99,177,3.0
99,187,1.0
99,192,1.0
99,219,3.0
100,4,5.0
100,157,2.0
100,174,2.0
100,281,4.0
100,303,3.0
100,331,5.0
100,381,3.0
100,390,3.0
101,60,2.0
101,107,3.0
101,167,4.0
101,195,5.0
101,232,3.0
101,281,5.0
101,285,1.0
101,286,3.0
102,24,5.0
102,58,2.0
102,97,3.0
102,110,1.0
102,193,4.0
102,244,3.0
102,246,2.0
102,253,4.0
102,316,1.0
102,346,5.0
102,371,4.0
102,381,5.0
103,36,1.0
103,45,3.0
103,46,3.0
103,55,3.0
103,117,4.0
103,155,3.0
103,199,3.0
103,238,5.0
103,247,4.0
103,277,2.0
103,306,2.0
103,346,3.0
103,349,1.0
103,354,1.0
103,356,4.0
103,391,4.0
103,393,4.0
104,6,3.0
104,40,4.0
104,55,2.0
104,58,2.0
104,70,3.0
104,82,1.0
104,134,3.0
104,151,1.0
104,164,4.0
104,197,3.0
104,201,3.0
104,205,3.0
104,230,4.0
104,233,3.0
104,253,2.0
104,362,2.0
104,366,2.0
104,395,2.0
107,89,5.0
107,108,1.0
107,120,3.0
107,134,5.0
107,149,3.0
107,192,2.0
107,194,3.0
107,226,4.0
107,293,3.0
107,375,5.0
107,379,5.0
107,389,3.0
108,45,3.0
108,73,5.0
108,98,2.0
108,163,5.0
108,164,3.0
108,243,1.0
108,251,5.0
108,318,5.0
108,329,2.0
108,386,5.0
108,394,2.0
109,8,5.0
109,124,4.0
109,137,3.0
109,149,3.0
109,207,3.0
109,263,5.0
109,328,1.0
109,395,3.0
110,7,4.0
110,25,5.0
110,29,1.0
110,30,1.0
110,35,5.0
110,45,3.0
110,57,3.0
110,71,2.0
110,106,3.0
110,119,5.0
110,178,2.0
110,233,2.0
110,317,1.0
110,336,1.0
110,347,5.0
110,351,5.0
110,352,5.0
110,360,3.0
110,363,5.0
111,26,3.0
111,39,5.0
111,73,2.0
111,176,3.0
111,209,4.0
111,227,3.0
111,276,5.0
111,298,4.0
111,347,4.0
112,2,2.0
112,8,4.0
112,39,5.0
112,54,5.0
112,74,3.0
112,143,3.0
112,217,4.0
112,237,1.0
112,262,1.0
112,292,2.0
112,385,2.0
113,65,3.0
113,75,2.0
113,92,3.0
113,106,4.0
113,107,2.0
113,116,2.0
113,127,3.0
113,131,4.0
113,140,5.0
113,171,3.0
113,224,3.0
113,289,3.0
113,314,3.0
113,398,4.0
114,4,5.0
114,19,5.0
114,57,3.0
114,74,5.0
114,75,2.0
114,76,5.0
114,85,4.0
114,109,4.0
114,185,4.0
114,201,5.0
114,264,5.0
114,289,3.0
114,298,4.0
114,397,5.0
115,149,3.0
115,331,5.0
115,359,4.0
116,95,3.0
116,103,5.0
116,198,5.0
116,287,3.0
116,304,1.0
116,362,3.0
117,60,3.0
117,216,1.0
117,236,1.0
117,247,5.0
117,385,1.0
117,391,5.0
118,20,5.0
118,95,5.0
118,97,4.0
118,135,3.0
118,184,3.0
118,215,2.0
118,222,2.0
118,232,2.0
118,251,3.0
118,252,4.0
118,268,2.0
118,303,3.0
118,318,5.0
118,327,3.0
118,358,5.0
118,373,2.0
118,379,4.0
118,380,2.0
118,382,4.0
119,20,4.0
119,105,5.0
119,117,4.0
119,142,5.0
119,147,5.0
119,150,5.0
119,195,5.0
119,245,3.0
119,252,3.0
119,281,3.0
119,333,4.0
119,338,3.0
119,340,4.0
119,361,5.0
120,65,3.0
120,92,2.0
120,127,4.0
120,142,5.0
120,148,5.0
120,185,4.0
120,214,3.0
120,216,1.0
120,227,5.0
120,293,3.0
120,300,1.0
120,307,5.0
121,59,4.0
121,124,5.0
121,200,1.0
121,230,3.0
121,283,2.0
121,361,2.0
122,103,5.0
122,157,2.0
122,160,4.0
122,187,2.0
122,235,5.0
122,266,4.0
122,292,2.0
122,362,3.0
122,379,5.0
122,381,4.0
123,14,4.0
123,18,4.0
123,47,5.0
123,51,4.0
123,73,5.0
123,91,4.0
123,103,5.0
123,111,3.0
123,149,3.0
123,192,2.0
123,212,2.0
123,218,5.0
123,299,4.0
123,381,4.0
124,4,5.0
124,12,4.0
124,33,3.0
124,62,4.0
124,67,3.0
124,99,3.0
124,158,1.0
124,167,3.0
124,248,1.0
124,295,3.0
124,368,5.0
125,78,2.0
125,86,5.0
125,154,2.0
125,194,3.0
125,266,4.0
125,314,4.0
125,386,5.0
126,68,2.0
126,210,1.0
126,244,3.0
126,303,3.0
126,392,5.0
127,27,4.0
127,66,3.0
127,128,5.0
127,139,3.0
127,162,2.0
127,185,4.0
127,243,3.0
127,275,4.0
127,395,2.0
127,397,5.0
128,0,5.0
128,42,3.0
128,57,2.0
128,77,1.0
128,92,4.0
128,170,5.0
128,224,3.0
128,249,2.0
128,379,5.0
128,383,5.0
129,12,4.0
129,108,1.0
129,134,4.0
129,136,4.0
129,167,5.0
129,198,4.0
129,207,4.0
129,214,4.0
129,226,5.0
129,314,4.0
129,354,1.0
129,374,3.0
130,21,2.0
130,74,4.0
130,109,4.0
130,127,4.0
130,147,4.0
130,169,3.0
131,20,4.0
131,248,2.0
131,269,1.0
131,281,3.0
131,359,2.0
132,80,3.0
132,163,4.0
132,283,2.0
132,326,3.0
132,335,2.0
133,34,2.0
133,37,5.0
133,50,4.0
133,63,5.0
133,79,1.0
133,93,4.0
133,99,4.0
133,105,5.0
133,152,2.0
133,157,1.0
133,180,1.0
133,202,5.0
133,207,4.0
133,236,1.0
133,238,5.0
134,2,4.0
134,60,3.0
134,82,1.0
134,137,4.0
134,148,4.0
134,321,1.0
135,217,4.0
135,220,5.0
135,336,1.0
136,2,4.0
136,7,3.0
136,94,3.0
136,101,1.0
136,104,3.0
136,109,4.0
136,114,3.0
136,137,2.0
136,146,2.0
136,161,3.0
136,164,3.0
136,269,3.0
136,286,3.0
136,291,4.0
136,346,3.0
136,353,2.0
136,355,3.0
136,378,3.0
136,397,4.0
137,68,3.0
137,92,4.0
137,118,4.0
137,122,2.0
137,229,3.0
137,250,3.0
137,316,1.0
137,338,2.0
138,55,3.0
138,63,4.0
138,113,2.0
138,193,5.0
138,271,1.0
138,306,4.0
139,40,5.0
139,65,4.0
139,86,5.0
139,108,1.0
139,115,2.0
139,124,5.0
139,160,5.0
139,184,5.0
139,189,3.0
139,193,5.0
139,214,4.0
139,223,4.0
139,226,5.0
139,306,3.0
139,371,4.0
140,134,3.0
140,255,2.0
140,283,2.0
140,292,2.0
141,28,2.0
141,63,4.0
141,148,4.0
141,174,2.0
141,181,5.0
141,297,5.0
141,345,1.0
142,105,4.0
142,218,4.0
142,224,3.0
142,297,4.0
143,11,3.0
143,16,1.0
143,64,5.0
143,77,1.0
143,104,2.0
143,110,2.0
143,113,3.0
143,192,2.0
143,223,4.0
143,231,4.0
143,241,2.0
143,307,5.0
143,348,4.0
143,367,3.0
143,377,3.0
143,388,5.0
143,395,3.0
144,23,1.0
144,26,3.0
144,87,4.0
144,111,1.0
144,142,5.0
144,152,3.0
144,193,5.0
144,199,4.0
144,272,3.0
144,288,2.0
144,309,3.0
144,317,1.0
144,325,1.0
144,335,4.0
144,357,3.0
145,44,3.0
145,154,1.0
145,168,3.0
145,182,4.0
145,249,3.0
145,329,2.0
145,359,4.0
145,379,5.0
146,88,3.0
146,119,3.0
146,368,5.0
146,389,4.0
147,15,4.0
147,72,1.0
147,109,5.0
147,174,2.0
147,199,3.0
147,282,3.0
147,369,5.0
148,11,2.0
148,31,1.0
148,43,4.0
148,57,2.0
148,78,2.0
148,102,1.0
148,109,4.0
148,150,5.0
148,164,2.0
148,193,3.0
148,197,5.0
148,260,4.0
148,293,5.0
148,312,2.0
148,314,4.0
148,333,4.0
148,373,5.0
148,375,3.0
148,383,5.0
148,392,5.0
150,123,2.0
150,223,3.0
151,199,3.0
151,238,4.0
152,20,4.0
152,49,2.0
152,211,1.0
152,300,1.0
152,385,3.0
153,19,5.0
153,41,3.0
153,44,2.0
153,49,2.0
153,50,3.0
153,58,4.0
153,59,1.0
153,72,2.0
153,73,3.0
153,94,4.0
153,193,5.0
153,229,4.0
153,245,1.0
153,307,5.0
153,386,5.0
153,398,4.0
154,13,4.0
154,33,2.0
154,50,3.0
154,113,2.0
154,115,3.0
154,132,1.0
154,156,5.0
154,160,5.0
154,174,2.0
154,184,4.0
154,188,5.0
154,206,1.0
154,230,4.0
154,259,5.0
154,320,5.0
154,393,3.0
155,15,5.0
155,35,4.0
155,49,2.0
155,53,1.0
155,102,1.0
155,121,2.0
155,126,4.0
155,175,2.0
155,224,3.0
156,85,1.0
156,184,5.0
156,208,3.0
156,210,2.0
156,234,5.0
156,245,1.0
156,255,3.0
156,285,1.0
156,287,2.0
156,307,5.0
156,337,5.0
156,366,2.0
156,377,3.0
156,387,4.0
157,383,5.0
158,36,4.0
158,70,1.0
158,108,1.0
158,134,4.0
158,144,4.0
158,181,5.0
158,211,2.0
158,220,4.0
158,224,3.0
158,227,5.0
158,261,5.0
158,302,4.0
158,303,4.0
158,315,1.0
158,334,2.0
158,348,5.0
158,376,4.0
159,36,4.0
159,68,3.0
159,114,2.0
159,185,4.0
159,199,5.0
159,237,1.0
159,265,3.0
160,68,3.0
160,73,3.0
160,85,3.0
160,274,4.0
160,298,4.0
160,330,3.0
160,379,5.0
160,390,5.0
161,40,4.0
161,46,3.0
161,47,5.0
161,102,1.0
161,131,3.0
161,153,2.0
161,157,1.0
161,161,2.0
161,235,4.0
161,265,3.0
161,270,4.0
161,331,4.0
161,346,3.0
161,354,2.0
162,3,5.0
162,44,2.0
162,61,1.0
162,121,4.0
162,141,4.0
162,182,4.0
162,205,5.0
162,225,2.0
162,242,1.0
162,335,4.0
162,386,5.0
163,4,4.0
163,6,4.0
163,15,5.0
163,18,5.0
163,41,2.0
163,53,3.0
163,57,3.0
163,58,2.0
163,68,4.0
163,87,4.0
163,106,4.0
163,117,3.0
163,140,3.0
163,151,2.0
163,185,4.0
163,206,2.0
163,222,2.0
163,263,5.0
163,281,3.0
163,305,2.0
164,29,2.0
164,72,1.0
164,111,2.0
164,183,3.0
164,265,3.0
164,279,3.0
164,326,4.0
164,351,3.0
165,108,1.0
165,116,4.0
165,165,5.0
165,184,4.0
165,191,5.0
165,294,5.0
165,312,2.0
165,324,3.0
165,348,5.0
165,362,4.0
165,367,2.0
165,390,5.0
166,118,5.0
166,127,3.0
167,157,1.0
167,184,2.0
168,15,3.0
168,27,2.0
168,57,3.0
168,61,1.0
168,78,2.0
168,94,4.0
168,95,4.0
168,100,3.0
168,104,3.0
168,106,2.0
168,127,3.0
168,139,4.0
168,142,5.0
168,160,4.0
168,161,4.0
168,175,3.0
168,184,3.0
168,195,5.0
168,269,2.0
168,277,1.0
168,297,3.0
168,337,4.0
168,341,3.0
168,347,4.0
168,354,3.0
168,387,4.0
169,103,5.0
169,210,1.0
169,225,2.0
169,282,3.0
169,306,3.0
169,320,4.0
169,325,1.0
170,12,5.0
170,15,2.0
170,110,1.0
170,114,3.0
170,168,1.0
170,188,5.0
170,191,4.0
170,197,5.0
170,223,5.0
170,251,4.0
170,258,3.0
170,273,3.0
170,317,1.0
170,374,3.0
171,214,4.0
172,0,5.0
172,13,3.0
172,62,3.0
172,92,1.0
172,121,2.0
172,124,5.0
172,129,3.0
172,131,3.0
172,202,3.0
172,208,2.0
172,216,1.0
172,217,4.0
172,219,2.0
172,228,2.0
172,288,1.0
172,292,2.0
172,355,3.0
172,396,5.0
173,65,3.0
174,72,1.0
175,11,3.0
175,22,1.0
175,34,3.0
175,51,4.0
175,64,5.0
175,68,3.0
175,104,3.0
175,108,1.0
175,118,5.0
175,167,4.0
175,185,4.0
175,200,1.0
175,213,1.0
175,288,1.0
175,333,4.0
175,394,1.0
176,112,1.0
176,128,4.0
176,231,2.0
178,28,5.0
178,48,1.0
178,131,3.0
178,150,5.0
178,174,1.0
178,238,5.0
178,241,2.0
178,276,5.0
178,283,3.0
178,293,5.0
178,385,2.0
180,17,3.0
180,39,5.0
180,47,4.0
180,63,3.0
180,100,3.0
180,156,5.0
180,164,2.0
180,197,5.0
180,204,3.0
180,220,5.0
180,234,5.0
180,302,4.0
180,309,4.0
180,331,4.0
180,350,1.0
180,385,3.0
181,278,3.0
181,358,4.0
181,376,3.0
182,63,3.0
182,144,4.0
182,204,3.0
182,275,4.0
182,279,3.0
184,8,4.0
184,40,3.0
184,122,3.0
184,144,5.0
184,146,3.0
184,159,3.0
184,165,4.0
184,221,1.0
184,279,4.0
184,296,5.0
185,21,2.0
185,94,3.0
185,149,3.0
185,179,3.0
185,182,3.0
185,204,4.0
185,232,3.0
185,284,1.0
185,351,4.0
186,42,3.0
186,82,1.0
186,101,1.0
186,160,5.0
186,345,1.0
186,377,1.0
186,386,5.0
187,215,1.0
188,88,4.0
188,126,5.0
188,343,4.0
188,354,3.0
188,374,3.0
189,38,5.0
189,57,3.0
189,103,5.0
189,113,1.0
189,128,3.0
189,243,3.0
189,368,5.0
189,387,2.0
190,87,4.0
190,217,3.0
190,255,3.0
190,376,3.0
191,57,2.0
191,110,2.0
191,196,4.0
191,265,3.0
191,273,3.0
191,279,4.0
192,7,2.0
192,134,4.0
192,234,5.0
192,309,5.0
192,340,4.0
192,395,2.0
193,22,1.0
193,62,2.0
193,65,3.0
193,72,1.0
193,85,4.0
193,93,4.0
193,97,3.0
193,163,5.0
193,209,3.0
193,235,5.0
193,241,1.0
193,281,5.0
193,340,4.0
193,395,3.0
193,398,4.0
194,64,4.0
194,73,3.0
194,85,4.0
194,99,3.0
194,137,3.0
194,154,1.0
194,175,2.0
194,206,1.0
194,283,3.0
194,289,4.0
194,307,5.0
194,335,4.0
194,338,3.0
195,19,5.0
195,22,1.0
195,61,2.0
195,148,4.0
195,174,1.0
195,182,4.0
195,198,4.0
195,219,4.0
195,260,3.0
195,318,5.0
195,335,4.0
